112,6,1
1399,32,1
216,3,1
360,192,-1
1,12,1
99,5,-1
288,38,1
936,279,-1
46,12,1
42,56,1
940,40,1
28,1,-1
69,3,1
46,12,-1
563,10,1
6,1,1
83,1,1
165,1,1
63,22,1
15,14,-1
9,29,-1
83,1,-1
75,10,1
188,11,-1
4,1,1
65,1,1
369,32,-1
65,1,1
305,246,-1
364,1,1
120,35,-1
6,1,1
33,9,1
96,1,-1
46,12,-1
632,33,1
344,28,-1
67,3,1
12,4,1
776,38,1
184,1,1
139,19,-1
10,1,-1
482,9,1
413,40,-1
26,286,-1
93,22,-1
920,206,1
3,1,-1
3,1,-1
4,1,1
1815,93,-1
92,21,1
31,18,1
23,4,-1
39,1,-1
220,72,1
122,8,1
63,22,-1
346,3,1
22,8,-1
21,35,-1
1,12,1
997,38,-1
158,3,1
42,86,1
37,1,-1
222,3,1
7,8,1
58,26,1
75,10,1
2,1,1
330,527,1
306,17,1
71,4,-1
111,5,1
229,62,-1
764,364,-1
14,2,-1
187,93,1
103,31,1
50,17,1
68,7,1
451,51,1
1425,26,-1
1252,84,-1
166,26,-1
3,1,-1
545,35,1
2,1,-1
20,17,-1
103,31,1
140,1,-1
159,11,-1
794,275,1
58,26,-1
23,2,1
42,5,1
51,2,-1
132,3,1
100,8,1
1676,407,1
302,33,-1
447,14,1
1311,205,1
15,14,-1
7,8,1
904,116,1
134,30,1
2224,79,1
89,2,1
605,10,1
20,2,1
228,99,1
53,8,-1
245,42,1
104,6,-1
109,49,-1
20,2,1
1136,100,1
395,2,1
109,49,1
262,37,-1
49,6,1
1356,27,-1
163,24,1
894,40,1
52,9,1
605,10,1
594,61,1
9,50,1
142,5,1
345,14,-1
554,175,1
274,5,1
85,1,-1
285,36,-1
65,1,1
154,106,-1
90,5,1
3,1,-1
1261,60,1
27,7,1
246,1,-1
131,7,-1
98,2,-1
1741,12,1
934,239,-1
39,1,1
385,19,-1
19,9,1
91,5,1
10,1,1
129,62,1
206,97,-1
277,1,-1
1,1,-1
352,5,1
907,70,-1
37,1,1
45,1,1
2,1,1
408,37,1
20,17,1
107,25,-1
7,8,1
22,8,1
2,1,1
288,38,1
86,12,1
327,1,-1
412,47,1
145,5,1
3,1,-1
148,32,1
1,12,1
48,16,-1
54,35,-1
307,126,1
81,10,-1
73,10,1
96,1,1
23,3,1
54,54,1
801,5,1
24,5,-1
552,46,1
623,7,-1
367,1,1
699,39,1
3,1,1
15,14,-1
6,1,-1
295,26,-1
2,1,-1
161,1,1
71,4,1
868,51,1
55,23,-1
435,4,-1
269,32,-1
65,1,1
683,13,-1
302,152,1
199,95,1
437,45,1
1761,404,-1
24,1,-1
496,87,1
49,6,1
341,3,-1
146,5,1
423,10,1
70,20,1
3,1,1
89,29,-1
366,3,1
41,16,-1
807,81,1
2,1,-1
696,7,1
209,13,-1
24,1,-1
1363,1,1
12,19,1
513,58,1
51,2,-1
162,1,-1
62,6,1
719,3,-1
65,1,-1
660,94,-1
1077,116,-1
82,7,1
359,176,1
741,46,-1
1227,22,-1
128,54,1
136,59,1
14,2,1
32,21,1
426,13,1
17,15,-1
33,11,-1
62,2,-1
16,2,-1
180,98,1
404,101,1
229,430,1
91,5,1
236,4,1
91,5,1
12,4,1
1638,131,1
5,1,1
131,7,1
28,1,1
2,1,1
1147,132,1
232,35,-1
31,18,1
136,59,1
6,53,-1
469,1,-1
6,1,-1
173,36,-1
1379,256,-1
304,73,-1
373,3,-1
147,82,-1
55,2,1
67,3,-1
60,21,-1
339,2,-1
983,1,-1
98,2,1
218,6,1
283,6,1
1188,114,1
17,1,-1
12,3,1
822,144,1
48,16,1
94,5,1
32,2,1
176,38,1
586,34,1
5,1,1
120,98,1
215,66,-1
80,31,1
98,2,1
18,29,1
28,1,-1
1016,263,1
395,21,-1
65,1,-1
5,1,1
164,13,1
1188,41,-1
389,10,-1
49,6,1
871,33,-1
599,2,1
37,1,-1
1214,46,1
232,98,1
56,7,1
87,4,-1
406,99,1
95,1,-1
289,5,1
909,62,1
285,36,-1
270,5,1
87,2,1
120,141,-1
335,48,-1
4,1,1
1310,3,1
144,3,1
107,17,-1
518,39,1
16,2,1
11,1,1
48,16,1
58,128,1
45,1,1
2540,337,1
658,28,-1
3,1,1
38,20,-1
208,57,-1
729,295,-1
613,13,-1
127,13,-1
55,2,1
171,10,-1
1605,181,1
93,22,-1
342,22,1
62,48,1
1,1,1
27,7,1
17,15,-1
27,7,1
323,24,1
83,75,1
224,19,-1
67,44,1
959,3,1
2600,154,1
56,4,-1
280,10,-1
242,1,1
417,64,1
50,7,-1
164,87,1
1211,11,1
22,8,-1
439,158,-1
165,1,1
51,2,1
5,1,1
343,19,-1
155,6,1
88,10,1
105,9,1
13,10,1
51,2,-1
54,54,-1
515,1,-1
64,44,1
950,55,1
475,87,1
850,1,-1
260,35,-1
88,10,1
104,6,1
141,6,1
62,6,-1
12,4,1
26,23,1
1542,11,1
1484,45,1
12,120,1
73,10,1
327,1,1
24,1,1
13,2,-1
47,25,1
82,4,-1
30,23,-1
611,102,-1
16,2,1
4,1,-1
11,1,1
7,8,1
90,5,1
2,1,-1
1,12,1
409,41,1
378,21,1
1548,426,1
659,11,-1
62,2,1
219,65,1
59,1,-1
2,1,1
681,76,1
257,15,-1
256,19,-1
26,4,1
66,2,1
279,27,-1
19,8,1
380,1,1
472,3,1
128,37,-1
2,1,-1
19,8,1
19,9,1
60,2,-1
368,30,-1
181,10,-1
513,58,-1
4,1,-1
1,1,1
797,4,1
104,6,1
189,3,-1
338,10,-1
110,5,1
85,1,1
320,33,1
10,1,1
457,187,-1
280,10,1
167,17,1
18,2,1
8,2,1
38,20,-1
2,1,-1
5,1,-1
537,45,1
163,3,-1
914,237,1
2,1,1
717,46,-1
66,2,-1
42,54,1
343,19,-1
171,10,1
782,131,-1
419,179,-1
338,10,1
145,98,-1
4,1,-1
3,75,1
17,53,1
9,32,1
5,1,-1
394,60,1
28,1,1
1,12,1
426,13,-1
162,1,1
58,35,-1
145,5,-1
418,116,1
7,8,1
45,1,1
17,15,-1
888,84,1
2,1,1
54,86,1
87,2,-1
441,41,1
83,5,1
973,39,1
31,18,1
1047,140,1
715,203,1
966,48,1
43,17,1
21,129,-1
17,1,-1
349,41,1
430,10,1
19,8,-1
3,1,1
61,26,-1
126,95,-1
4,1,1
29,3,-1
188,11,1
91,5,1
444,13,1
105,9,1
83,1,1
3,1,1
1425,26,1
39,1,-1
19,8,1
92,2,1
149,1,1
39,1,1
26,7,-1
48,16,-1
456,56,1
1331,181,1
43,3,1
12,429,-1
6,1,-1
153,71,1
9,4,1
100,8,-1
194,7,1
238,41,1
1,1,1
376,19,1
409,41,-1
1,1,-1
179,178,1
614,43,1
215,37,-1
1,12,1
676,40,-1
213,25,1
1,1,-1
59,1,1
5,1,1
509,135,1
1205,485,1
401,1,1
80,31,1
528,192,1
13,18,1
1706,91,1
3,1,1
123,30,1
1098,7,1
124,33,1
395,48,1
182,14,-1
14,2,-1
48,16,-1
52,8,1
419,179,-1
525,70,-1
990,70,1
404,101,1
97,1,1
72,104,1
617,14,-1
77,4,-1
262,143,-1
49,6,1
28,1,-1
2760,426,1
5,5,1
434,19,1
41,16,1
1283,46,1
2,1,-1
944,131,1
5,15,-1
28,1,-1
184,1,-1
3386,137,1
31,18,1
283,6,1
150,26,1
134,52,-1
126,47,1
141,2,-1
11,1,1
558,11,1
18,4,1
62,2,1
44,1,1
593,70,-1
91,5,1
19,8,-1
2,1,1
1326,34,-1
50,7,1
67,3,1
40,18,1
646,36,1
386,28,-1
1381,227,1
70,2,1
169,16,1
202,6,1
144,3,1
171,10,1
2,1,1
14,2,1
6,1,1
52,9,1
2,1,1
334,7,1
207,64,-1
265,11,1
98,21,-1
82,7,1
104,6,1
11,1,1
396,60,1
49,2,-1
18,4,1
13,2,1
397,88,-1
14,91,1
54,435,-1
705,181,1
194,7,-1
609,368,1
509,135,-1
51,2,-1
333,102,1
876,142,-1
234,53,-1
2261,3,1
69,3,-1
54,63,-1
44,1,1
320,354,1
567,94,1
269,49,-1
738,208,1
162,1,1
27,125,1
390,16,-1
364,1,1
680,39,1
174,1,1
11,1,-1
465,46,-1
3,1,-1
123,30,1
1321,72,-1
22,9,1
86,12,1
37,1,1
77,4,1
80,31,1
562,11,-1
262,54,-1
872,11,1
267,3,-1
78,160,-1
2,1,1
2,1,-1
46,12,1
150,26,1
768,319,1
64,33,1
509,135,1
214,165,-1
212,35,-1
15,14,-1
6,1,1
240,100,1
521,474,1
6,1,1
679,103,1
52,9,-1
127,13,1
81,10,1
19,9,-1
1125,39,1
418,116,1
231,9,-1
14,2,-1
8,2,1
43,29,-1
200,52,-1
2,1,-1
1,12,1
268,26,-1
127,13,-1
4,1,-1
80,31,1
75,10,1
1767,28,-1
61,26,-1
392,150,1
3,1,-1
384,1,-1
40,18,1
38,2,1
266,3,-1
1135,60,1
95,5,-1
185,10,1
22,9,-1
88,10,-1
88,10,1
248,11,-1
652,8,1
61,66,-1
41,16,-1
9,2,1
206,97,-1
260,129,1
4,1,-1
72,104,1
258,76,1
376,19,1
18,4,-1
66,2,1
441,41,-1
1511,10,1
6,1,-1
1,12,1
2,1,1
92,21,1
133,2,1
360,39,-1
55,9,1
1116,38,1
18,4,-1
538,2,1
109,49,-1
2,1,-1
2,1,1
776,101,1
531,6,1
386,28,1
5,1,1
2336,269,1
1,1,1
194,7,-1
1487,2,1
48,16,1
78,243,1
190,221,1
367,1,-1
678,1,1
1199,44,1
262,37,-1
42,5,1
450,319,-1
3,1,-1
84,4,1
153,71,1
97,1,1
307,126,-1
6,1,-1
339,2,-1
2,1,-1
699,39,-1
114,77,1
71,4,1
2545,13,1
1,12,1
245,42,-1
4,1,1
123,52,1
140,5,1
7,8,1
45,1,1
15,14,-1
16,20,1
3,1,-1
9,29,-1
17,15,-1
367,1,-1
1612,41,1
108,6,-1
50,7,1
1202,12,1
394,89,-1
88,10,1
275,61,1
192,7,1
203,5,1
36,25,1
49,6,1
278,118,1
606,24,-1
366,3,1
80,31,1
515,1,1
14,2,-1
1046,10,1
150,26,1
260,35,-1
243,458,-1
13,10,1
21,55,-1
1,12,1
411,396,-1
27,6,1
413,40,-1
199,113,1
137,19,1
186,43,1
202,48,-1
1402,11,-1
111,5,1
552,46,1
58,128,1
13,2,-1
251,100,1
22,9,1
13,2,-1
294,3,1
29,254,1
238,41,1
125,76,1
32,83,1
450,88,1
2,1,1
3,1,1
150,66,1
1052,164,1
6,1,1
71,23,-1
11,1,1
14,4,-1
36,20,-1
98,2,1
115,37,1
78,65,1
97,1,-1
326,39,1
42,5,1
142,5,1
6,1,1
45,1,-1
226,1,-1
747,3,1
3,1,1
162,81,-1
253,11,-1
66,20,-1
1354,84,1
224,25,1
320,47,1
1284,13,1
151,67,1
2,1,-1
947,119,1
164,13,1
49,6,-1
118,42,1
327,1,1
24,1,1
15,14,-1
11,1,-1
28,1,-1
332,13,-1
138,11,-1
404,101,1
328,1,1
63,16,-1
180,54,1
125,47,-1
10,15,-1
9,4,1
515,1,-1
9,2,-1
25,1,-1
1074,13,-1
156,11,1
464,1,-1
448,34,1
55,17,-1
12,17,-1
87,21,1
13,2,-1
1392,3,1
170,195,-1
52,9,1
150,26,1
103,31,1
336,85,1
45,1,1
780,3,1
613,13,-1
119,4,1
772,140,-1
20,110,1
326,39,-1
86,12,1
76,2,1
80,31,1
488,142,1
146,5,1
99,5,1
23,24,1
270,5,-1
540,1,1
46,12,1
12,7,1
401,5,1
17,15,-1
6,1,1
106,11,1
24,5,-1
8,23,1
84,4,1
704,34,1
369,32,-1
5,5,-1
17,1,1
14,4,-1
386,28,-1
267,3,1
1,15,1
14,2,-1
1550,211,1
89,2,1
200,52,-1
485,14,-1
1414,132,1
426,13,-1
720,112,1
5,1,-1
4,1,1
125,33,-1
149,1,1
1112,11,-1
220,120,1
69,63,1
252,16,1
104,6,-1
310,1,1
114,77,1
730,51,1
208,57,1
83,1,-1
402,177,1
357,39,1
73,10,-1
236,105,1
51,4,-1
311,3,1
48,16,1
29,3,1
278,38,1
73,10,1
24,1,-1
339,2,-1
2,1,-1
309,10,1
1311,463,-1
659,11,1
7,8,1
19,9,1
718,392,1
3,1,-1
620,45,-1
6,1,1
20,2,1
17,53,-1
273,1,-1
20,29,1
53,8,1
53,9,-1
44,1,1
132,24,1
480,5,1
122,8,1
250,27,1
60,21,1
93,22,-1
4,1,1
321,30,1
114,77,1
47,9,1
23,2,1
1335,487,1
22,8,-1
216,3,1
335,48,1
249,76,-1
1304,306,1
68,7,1
293,79,-1
82,4,-1
98,2,-1
35,4,1
57,5,1
405,1,1
1172,33,1
162,1,-1
101,26,1
55,2,-1
64,3,1
243,82,1
25,15,-1
148,3,1
306,27,-1
262,123,1
83,1,1
226,1,1
871,33,1
162,1,-1
24,1,-1
143,4,1
156,11,1
92,21,1
22,9,-1
53,8,-1
146,5,1
637,56,1
654,200,1
11,1,1
172,17,1
34,14,1
106,11,1
33,9,1
137,27,1
563,10,-1
304,73,-1
18,4,-1
204,1,-1
459,7,1
22,9,-1
42,5,1
90,5,1
391,169,1
3,1,-1
223,30,-1
561,32,1
104,48,1
25,1,-1
161,1,1
145,56,1
60,21,-1
92,2,-1
139,19,1
22,8,1
921,40,-1
15,14,-1
1,1,-1
65,1,-1
291,13,1
19,9,-1
2588,55,1
276,7,1
31,18,-1
688,215,-1
115,138,1
88,10,1
410,28,1
7,8,1
244,218,1
252,16,1
5,1,1
293,20,-1
620,45,1
735,113,-1
280,10,-1
51,17,1
28,1,-1
42,5,1
891,27,1
1252,84,1
759,13,-1
346,3,1
254,1,1
351,28,1
569,97,1
860,207,-1
111,5,-1
838,427,1
198,13,-1
1147,132,1
851,209,1
129,62,-1
86,12,-1
181,10,1
671,2,1
441,41,1
12,17,-1
67,28,1
2,1,1
2,1,-1
105,9,-1
429,47,1
58,26,-1
3,1,1
240,100,1
59,1,-1
928,532,1
122,9,1
396,60,1
175,1,1
337,237,1
1,1,-1
636,11,-1
2491,12,-1
1,1,1
140,1,1
1090,80,1
469,1,1
757,106,-1
261,27,1
1499,289,1
22,9,1
14,4,-1
426,13,1
416,50,1
350,51,-1
72,104,1
271,51,-1
99,1,1
970,48,1
375,230,1
136,59,1
270,5,1
90,5,1
205,6,1
64,3,1
43,3,1
87,2,-1
178,2,-1
55,2,-1
65,1,-1
269,32,-1
526,11,-1
73,10,1
12,7,1
55,2,-1
48,16,-1
11,1,-1
5,1,-1
90,5,1
235,3,1
128,85,1
92,21,1
4,1,1
143,4,-1
344,28,1
12,19,1
915,76,1
77,4,1
57,5,1
3,53,-1
42,5,-1
721,34,-1
2,1,-1
85,1,1
82,450,-1
115,85,-1
281,37,-1
4,1,1
789,16,1
60,2,-1
191,65,1
66,2,1
6,1,1
720,98,1
80,31,1
52,8,1
2,1,1
17,1,-1
332,13,1
9,2,1
89,174,1
3,1,-1
53,8,-1
2105,340,1
72,25,1
166,26,-1
48,16,1
1910,410,-1
170,58,1
46,12,1
205,6,-1
4,1,1
178,2,1
680,39,1
4,1,-1
528,39,1
309,10,1
25,1,1
715,203,1
149,1,1
886,5,1
59,1,-1
54,143,1
330,78,1
6,1,-1
1853,694,1
96,1,-1
379,46,-1
438,19,-1
17,1,-1
56,4,1
500,38,-1
180,37,-1
100,9,1
9,29,-1
107,105,1
61,26,-1
25,15,-1
24,1,1
391,169,-1
99,5,-1
562,11,-1
78,48,1
337,96,-1
819,134,1
841,13,1
198,13,1
2,1,-1
3,1,1
4,1,1
202,65,1
478,40,1
96,1,-1
19,9,-1
4,1,-1
7,63,1
882,97,1
7,8,1
8,23,1
51,2,-1
77,4,-1
139,115,1
89,2,1
1217,5,1
194,7,1
240,100,1
346,3,1
95,1,-1
124,61,1
702,38,1
2,1,-1
479,52,-1
75,10,1
1,1,1
999,46,-1
254,5,-1
651,34,1
218,2,-1
6,1,-1
134,30,1
154,106,-1
103,31,1
393,16,1
165,1,1
145,5,1
3,1,-1
496,87,-1
88,10,1
528,39,1
151,79,1
372,61,1
85,1,-1
90,5,-1
70,50,1
88,10,-1
63,22,1
203,5,-1
225,69,1
255,73,1
68,7,1
431,64,-1
114,77,1
3,81,1
394,60,1
108,6,1
428,14,1
8,20,-1
83,1,1
26,286,1
299,13,1
92,21,-1
681,76,1
20,29,1
195,74,-1
137,27,-1
393,16,-1
801,5,1
129,126,1
445,90,-1
31,18,-1
122,9,-1
40,18,1
19,9,1
44,1,1
195,74,1
1166,18,1
1238,53,1
700,95,-1
856,1,-1
456,84,1
588,6,1
6,1,-1
24,5,1
1101,59,1
2,1,-1
1,12,1
376,19,-1
71,4,-1
74,2,1
40,18,1
279,77,1
927,106,1
7,8,1
26,4,1
539,3,1
312,34,1
18,2,-1
18,4,-1
55,2,1
130,296,1
1,1,1
74,20,-1
721,84,1
10,1,-1
311,3,-1
253,11,-1
2,1,1
33,11,1
26,4,1
1608,289,1
223,30,1
195,74,-1
172,17,-1
68,7,-1
25,15,-1
7,9,1
878,54,-1
145,5,1
225,69,1
161,1,1
12,3,-1
39,1,1
394,60,-1
2,1,1
1003,1,1
184,1,1
1540,91,1
99,1,1
6,1,-1
277,1,1
485,14,1
141,2,1
7,8,1
14,2,-1
129,111,1
668,1,-1
85,1,-1
141,2,-1
641,127,-1
5,1,-1
62,2,1
266,6,1
20,2,-1
124,61,1
6,1,1
12,120,1
1,1,-1
153,117,1
34,14,-1
32,20,1
2,1,1
110,1,1
182,64,1
268,26,-1
67,44,-1
35,4,-1
1147,172,1
1213,188,1
683,13,1
66,2,1
141,2,-1
386,28,1
230,1,-1
3,1,-1
193,74,1
2168,183,1
174,1,1
76,23,1
269,32,-1
10,15,-1
89,2,-1
11,1,1
249,76,-1
51,2,-1
5,1,1
101,26,-1
50,7,-1
12,3,-1
83,1,-1
873,46,-1
6,1,-1
162,1,1
11,1,-1
1807,473,1
1203,200,-1
67,44,1
52,9,-1
421,13,1
460,60,1
706,13,-1
33,11,1
68,7,1
866,32,1
99,5,1
188,11,1
15,14,-1
48,16,1
483,27,-1
1,1,1
33,11,1
357,39,1
606,3,1
343,19,-1
475,87,1
208,57,-1
149,1,1
327,1,1
42,85,-1
251,78,1
174,1,1
437,45,1
172,17,1
8,2,1
438,19,1
48,16,1
142,5,1
23,2,-1
76,4,1
113,6,-1
5,1,-1
81,10,1
2,1,-1
68,7,1
67,28,-1
267,3,1
74,4,1
124,134,-1
286,2,1
1451,45,1
57,5,1
312,107,-1
216,3,-1
75,10,1
239,19,1
259,44,1
427,27,1
477,19,1
319,119,1
78,160,-1
6,1,1
280,10,1
43,92,1
259,17,1
139,19,1
85,1,1
6,1,1
3,1,1
266,7,1
77,4,-1
541,40,1
99,1,1
41,16,1
113,6,1
2124,150,1
137,27,1
1196,7,1
113,6,-1
1206,404,-1
521,58,1
2,1,1
24,83,1
104,6,1
116,49,1
145,5,1
186,43,1
270,5,1
112,6,1
227,69,1
1765,62,1
308,16,1
7,8,1
6,1,1
3,1,1
653,185,1
809,123,-1
9,4,1
430,2,1
97,1,1
87,2,-1
13,2,1
844,3,-1
13,21,1
346,44,1
54,86,1
322,119,1
1,1,1
78,6,1
84,23,1
137,17,1
238,619,-1
1223,195,1
352,5,1
5,1,-1
13,21,1
287,28,-1
60,21,1
126,78,1
299,4,1
494,1,1
21,55,-1
128,54,-1
242,1,1
120,35,-1
2412,157,1
8,2,1
799,19,-1
146,5,1
8,29,1
68,7,1
55,21,-1
167,17,-1
353,2,1
46,12,1
5,15,-1
5,15,1
37,1,-1
352,5,1
21,35,-1
13,18,-1
43,3,-1
558,11,1
353,2,-1
45,1,1
1155,253,1
81,10,1
1011,33,1
495,12,1
26,4,1
2,1,-1
208,371,1
735,95,1
97,1,1
39,1,1
920,46,1
1671,10,1
272,6,1
257,1,-1
88,10,-1
399,36,-1
13,18,1
37,1,1
253,11,-1
33,9,-1
386,28,-1
7,8,1
189,3,-1
10,1,1
29,3,-1
1824,116,1
77,4,1
243,34,-1
653,185,1
226,1,-1
203,5,-1
446,87,-1
369,32,1
1258,261,1
79,110,-1
1775,57,1
1,1,1
304,73,1
350,51,1
577,162,1
79,29,1
1301,297,-1
256,39,-1
881,13,1
192,7,-1
14,2,1
197,68,1
61,26,-1
85,15,-1
8,2,1
143,4,1
124,168,1
224,41,1
86,12,1
96,1,-1
74,21,1
635,80,1
44,1,1
487,52,1
46,12,1
213,25,-1
26,320,1
2211,25,-1
20,2,1
110,75,-1
5,1,-1
75,58,1
200,148,-1
253,11,-1
251,33,1
233,42,1
1,12,1
659,11,1
151,48,1
1601,40,-1
5,1,1
6,1,-1
287,28,-1
116,32,-1
104,6,1
61,26,-1
190,10,1
73,10,1
250,27,1
40,18,1
198,13,1
414,41,1
45,1,-1
590,11,-1
242,1,-1
383,18,1
84,4,-1
2,1,1
58,128,-1
39,1,1
89,4,1
114,3,1
36,108,1
104,6,1
162,1,-1
105,9,1
400,39,1
254,1,1
246,1,-1
214,10,1
67,3,1
101,159,-1
149,1,-1
514,18,1
874,46,1
6,1,-1
170,58,-1
1391,33,1
25,1,-1
529,121,1
67,19,1
894,40,1
279,27,1
345,14,-1
489,3,1
5,1,-1
59,1,-1
94,37,-1
1234,10,1
3,1,1
39,1,1
43,29,1
1328,334,1
305,6,1
8,50,1
242,1,-1
158,3,-1
233,42,1
247,3,1
771,3,-1
3,1,1
1570,255,1
154,106,1
108,6,1
110,1,1
1068,95,-1
45,1,1
175,1,-1
194,7,1
71,23,-1
245,42,1
50,7,1
2429,20,1
206,97,1
14,2,-1
681,76,-1
658,3,1
801,5,1
252,16,1
378,21,1
1469,204,1
11,1,-1
24,1,-1
255,73,-1
50,7,1
74,23,1
202,6,-1
235,44,1
285,36,-1
2326,324,1
136,59,1
6,1,-1
6,1,1
115,37,-1
18,4,1
107,25,-1
14,2,1
131,7,1
71,4,1
92,2,1
17,1,1
656,45,1
51,21,-1
130,525,1
242,1,1
404,101,-1
6,1,1
114,24,-1
91,5,1
204,1,1
795,34,1
23,24,1
165,1,1
29,3,1
103,31,1
5,15,-1
15,14,-1
44,1,-1
84,4,1
218,65,1
1,12,1
258,76,1
3,1,1
47,105,1
772,140,1
14,91,1
1621,55,1
690,13,-1
669,146,-1
6,1,-1
438,19,1
754,209,1
403,241,1
218,6,1
279,27,-1
27,29,1
764,132,-1
625,70,1
923,19,1
55,4,1
32,23,-1
189,3,1
87,21,1
259,51,1
304,73,-1
31,18,1
990,70,1
77,238,1
262,37,-1
59,1,-1
84,6,1
3,1,1
313,1,-1
16,20,1
695,15,-1
123,30,1
1,1,-1
37,1,-1
3,5,-1
35,4,1
58,128,-1
5,5,1
383,18,1
6,1,1
504,60,-1
394,60,1
2,1,1
142,5,1
951,2,1
330,103,1
402,177,1
12,92,1
51,4,1
1076,114,1
480,5,1
104,6,1
43,17,-1
93,22,-1
455,45,1
1021,234,-1
1558,119,1
194,7,1
582,44,1
302,348,-1
54,86,1
102,24,1
179,58,1
10,1,-1
37,1,1
3,1,-1
18,2,1
24,1,-1
52,9,1
219,6,-1
90,5,-1
87,21,-1
1118,40,1
436,40,-1
7,8,1
516,133,-1
329,1,1
142,5,-1
34,14,-1
48,16,1
1338,534,1
271,51,1
104,65,1
279,27,-1
87,2,-1
99,5,1
588,6,1
16,50,-1
94,55,-1
136,59,1
8,23,1
343,250,1
263,1,1
389,10,-1
750,71,1
38,91,1
132,31,1
59,1,-1
773,76,1
25,1,1
253,11,-1
101,26,-1
941,91,1
735,152,1
21,129,1
91,5,1
26,25,1
76,23,1
104,6,-1
250,27,-1
712,13,1
214,10,-1
6,1,1
20,17,-1
49,6,1
200,52,-1
33,11,1
82,4,1
49,105,1
15,14,-1
1453,10,1
1217,157,1
5,1,-1
328,15,-1
232,98,1
1733,37,1
121,368,1
170,178,1
18,29,1
528,192,-1
37,1,1
16,20,1
120,123,-1
195,74,1
1244,360,1
87,2,1
41,16,-1
99,1,-1
11,1,1
1354,84,1
4,1,-1
510,17,-1
170,58,1
249,78,1
74,20,1
